1934|Dmo_Tweedle22|Tweedle22|Tweedle|Dmo|Drosophila mojavensis
1935|Dmo_Tweedle23|Tweedle23|Tweedle|Dmo|Drosophila mojavensis
1936|Dmo_Tweedle24|Tweedle24|Tweedle|Dmo|Drosophila mojavensis
1937|Dmo_Tweedle25|Tweedle25|Tweedle|Dmo|Drosophila mojavensis
1938|Dmo_Tweedle26|Tweedle26|Tweedle|Dmo|Drosophila mojavensis
1939|Dmo_Tweedle3|Tweedle3|Tweedle|Dmo|Drosophila mojavensis
1940|Dmo_Tweedle4|Tweedle4|Tweedle|Dmo|Drosophila mojavensis
1941|Dmo_Tweedle5|Tweedle5|Tweedle|Dmo|Drosophila mojavensis
1942|Dmo_Tweedle6|Tweedle6|Tweedle|Dmo|Drosophila mojavensis
1943|Dmo_Tweedle7|Tweedle7|Tweedle|Dmo|Drosophila mojavensis
1944|Dmo_Tweedle8|Tweedle8|Tweedle|Dmo|Drosophila mojavensis
1945|Dmo_Tweedle9|Tweedle9|Tweedle|Dmo|Drosophila mojavensis
1516|Dps_Tweedle1|Tweedle1|Tweedle|Dps|Drosophila pseudoobscura
1517|Dps_Tweedle12|Tweedle12|Tweedle|Dps|Drosophila pseudoobscura
1518|Dps_Tweedle14|Tweedle14|Tweedle|Dps|Drosophila pseudoobscura
1519|Dps_Tweedle15|Tweedle15|Tweedle|Dps|Drosophila pseudoobscura
1520|Dps_Tweedle17|Tweedle17|Tweedle|Dps|Drosophila pseudoobscura
1521|Dps_Tweedle18|Tweedle18|Tweedle|Dps|Drosophila pseudoobscura
1522|Dps_Tweedle19|Tweedle19|Tweedle|Dps|Drosophila pseudoobscura
1523|Dps_Tweedle20|Tweedle20|Tweedle|Dps|Drosophila pseudoobscura
1524|Dps_Tweedle21|Tweedle21|Tweedle|Dps|Drosophila pseudoobscura
1525|Dps_Tweedle22|Tweedle22|Tweedle|Dps|Drosophila pseudoobscura
1526|Dps_Tweedle23|Tweedle23|Tweedle|Dps|Drosophila pseudoobscura
1527|Dps_Tweedle24|Tweedle24|Tweedle|Dps|Drosophila pseudoobscura
1528|Dps_Tweedle27|Tweedle27|Tweedle|Dps|Drosophila pseudoobscura
1529|Dps_Tweedle28|Tweedle28|Tweedle|Dps|Drosophila pseudoobscura
1530|Dps_Tweedle29|Tweedle29|Tweedle|Dps|Drosophila pseudoobscura
1531|Dps_Tweedle3|Tweedle3|Tweedle|Dps|Drosophila pseudoobscura
1532|Dps_Tweedle30|Tweedle30|Tweedle|Dps|Drosophila pseudoobscura
1533|Dps_Tweedle32|Tweedle32|Tweedle|Dps|Drosophila pseudoobscura
1534|Dps_Tweedle33|Tweedle33|Tweedle|Dps|Drosophila pseudoobscura
1535|Dps_Tweedle34|Tweedle34|Tweedle|Dps|Drosophila pseudoobscura
1536|Dps_Tweedle35|Tweedle35|Tweedle|Dps|Drosophila pseudoobscura
1537|Dps_Tweedle36|Tweedle36|Tweedle|Dps|Drosophila pseudoobscura
1538|Dps_Tweedle4|Tweedle4|Tweedle|Dps|Drosophila pseudoobscura
1539|Dps_Tweedle5|Tweedle5|Tweedle|Dps|Drosophila pseudoobscura
1540|Dps_Tweedle6|Tweedle6|Tweedle|Dps|Drosophila pseudoobscura
1541|Dps_Tweedle7|Tweedle7|Tweedle|Dps|Drosophila pseudoobscura
1542|Dps_Tweedle8|Tweedle8|Tweedle|Dps|Drosophila pseudoobscura
1543|Dps_Tweedle9|Tweedle9|Tweedle|Dps|Drosophila pseudoobscura
80|Dsu_Tubby-like|Tubby-like|Tweedle|Dsu|Drosophila suzukii
76|Dsu_TwdlC-like|TwdlC-like|Tweedle|Dsu|Drosophila suzukii
205|Dsu_TwdlF|TwdlF|Tweedle|Dsu|Drosophila suzukii
518|Dsu_TwdlG|TwdlG|Tweedle|Dsu|Drosophila suzukii
77|Dsu_TwdlJ-like|TwdlJ-like|Tweedle|Dsu|Drosophila suzukii
79|Dsu_TwdlT-like|TwdlT-like|Tweedle|Dsu|Drosophila suzukii
519|Dsu_TwdlV|TwdlV|Tweedle|Dsu|Drosophila suzukii
78|Dsu_TwdlW-like|TwdlW-like|Tweedle|Dsu|Drosophila suzukii
2056|Dvi_Tweedle1|Tweedle1|Tweedle|Dvi|Drosophila virilis
2057|Dvi_Tweedle10|Tweedle10|Tweedle|Dvi|Drosophila virilis
2059|Dvi_Tweedle12|Tweedle12|Tweedle|Dvi|Drosophila virilis
2060|Dvi_Tweedle13|Tweedle13|Tweedle|Dvi|Drosophila virilis
2061|Dvi_Tweedle14|Tweedle14|Tweedle|Dvi|Drosophila virilis
2062|Dvi_Tweedle15|Tweedle15|Tweedle|Dvi|Drosophila virilis
2063|Dvi_Tweedle16|Tweedle16|Tweedle|Dvi|Drosophila virilis
2064|Dvi_Tweedle17|Tweedle17|Tweedle|Dvi|Drosophila virilis
2065|Dvi_Tweedle18|Tweedle18|Tweedle|Dvi|Drosophila virilis
2066|Dvi_Tweedle19|Tweedle19|Tweedle|Dvi|Drosophila virilis
2067|Dvi_Tweedle2|Tweedle2|Tweedle|Dvi|Drosophila virilis
2068|Dvi_Tweedle20|Tweedle20|Tweedle|Dvi|Drosophila virilis
2069|Dvi_Tweedle21|Tweedle21|Tweedle|Dvi|Drosophila virilis
2070|Dvi_Tweedle22|Tweedle22|Tweedle|Dvi|Drosophila virilis
2071|Dvi_Tweedle23|Tweedle23|Tweedle|Dvi|Drosophila virilis
2072|Dvi_Tweedle24|Tweedle24|Tweedle|Dvi|Drosophila virilis
2073|Dvi_Tweedle25|Tweedle25|Tweedle|Dvi|Drosophila virilis
2074|Dvi_Tweedle26|Tweedle26|Tweedle|Dvi|Drosophila virilis
2075|Dvi_Tweedle3|Tweedle3|Tweedle|Dvi|Drosophila virilis
2076|Dvi_Tweedle4|Tweedle4|Tweedle|Dvi|Drosophila virilis
2077|Dvi_Tweedle5|Tweedle5|Tweedle|Dvi|Drosophila virilis
2078|Dvi_Tweedle6|Tweedle6|Tweedle|Dvi|Drosophila virilis
2079|Dvi_Tweedle7|Tweedle7|Tweedle|Dvi|Drosophila virilis
2080|Dvi_Tweedle8|Tweedle8|Tweedle|Dvi|Drosophila virilis
2058|Dvi_Tweedle9|Tweedle9|Tweedle|Dvi|Drosophila virilis
1651|Dwi_Tweedle1|Tweedle1|Tweedle|Dwi|Drosophila willistoni
1652|Dwi_Tweedle10|Tweedle10|Tweedle|Dwi|Drosophila willistoni
1653|Dwi_Tweedle11|Tweedle11|Tweedle|Dwi|Drosophila willistoni
1654|Dwi_Tweedle12|Tweedle12|Tweedle|Dwi|Drosophila willistoni
1655|Dwi_Tweedle13|Tweedle13|Tweedle|Dwi|Drosophila willistoni
1656|Dwi_Tweedle14|Tweedle14|Tweedle|Dwi|Drosophila willistoni
1657|Dwi_Tweedle15|Tweedle15|Tweedle|Dwi|Drosophila willistoni
1658|Dwi_Tweedle16|Tweedle16|Tweedle|Dwi|Drosophila willistoni
1659|Dwi_Tweedle17|Tweedle17|Tweedle|Dwi|Drosophila willistoni
1660|Dwi_Tweedle18|Tweedle18|Tweedle|Dwi|Drosophila willistoni
1661|Dwi_Tweedle19|Tweedle19|Tweedle|Dwi|Drosophila willistoni
1663|Dwi_Tweedle2|Tweedle2|Tweedle|Dwi|Drosophila willistoni
1662|Dwi_Tweedle20|Tweedle20|Tweedle|Dwi|Drosophila willistoni
1664|Dwi_Tweedle21|Tweedle21|Tweedle|Dwi|Drosophila willistoni
1665|Dwi_Tweedle22|Tweedle22|Tweedle|Dwi|Drosophila willistoni
1666|Dwi_Tweedle23|Tweedle23|Tweedle|Dwi|Drosophila willistoni
1667|Dwi_Tweedle24|Tweedle24|Tweedle|Dwi|Drosophila willistoni
1668|Dwi_Tweedle25|Tweedle25|Tweedle|Dwi|Drosophila willistoni
1669|Dwi_Tweedle26|Tweedle26|Tweedle|Dwi|Drosophila willistoni
1670|Dwi_Tweedle27|Tweedle27|Tweedle|Dwi|Drosophila willistoni
1671|Dwi_Tweedle28|Tweedle28|Tweedle|Dwi|Drosophila willistoni
1672|Dwi_Tweedle3|Tweedle3|Tweedle|Dwi|Drosophila willistoni
1673|Dwi_Tweedle4|Tweedle4|Tweedle|Dwi|Drosophila willistoni
1674|Dwi_Tweedle5|Tweedle5|Tweedle|Dwi|Drosophila willistoni
1675|Dwi_Tweedle6|Tweedle6|Tweedle|Dwi|Drosophila willistoni
1676|Dwi_Tweedle7|Tweedle7|Tweedle|Dwi|Drosophila willistoni
1677|Dwi_Tweedle8|Tweedle8|Tweedle|Dwi|Drosophila willistoni
1678|Dwi_Tweedle9|Tweedle9|Tweedle|Dwi|Drosophila willistoni
713|Foc_TWDL1|TWDL1|Tweedle|Foc|Frankliniella occidentalis
715|Foc_TWDL10|TWDL10|Tweedle|Foc|Frankliniella occidentalis
714|Foc_TWDL2|TWDL2|Tweedle|Foc|Frankliniella occidentalis
712|Foc_TWDL3|TWDL3|Tweedle|Foc|Frankliniella occidentalis
663|Foc_TWDL4|TWDL4|Tweedle|Foc|Frankliniella occidentalis
719|Foc_TWDL5|TWDL5|Tweedle|Foc|Frankliniella occidentalis
684|Foc_TWDL6|TWDL6|Tweedle|Foc|Frankliniella occidentalis
685|Foc_TWDL7|TWDL7|Tweedle|Foc|Frankliniella occidentalis
716|Foc_TWDL8|TWDL8|Tweedle|Foc|Frankliniella occidentalis
686|Foc_TWDL9|TWDL9|Tweedle|Foc|Frankliniella occidentalis
281|Lmi_Twdl1|Twdl1|Tweedle|Lmi|Locusta migratoria
2281|Nlu_TwdlE1|TwdlE1|Tweedle|Nlu|Nilaparvata lugens
105|Nlu_TwdlE3|TwdlE3|Tweedle|Nlu|Nilaparvata lugens
